Date,0.001,0.005,0.01,0.05,0.1,0.2,0.3,0.4,0.5,0.6
2016/9/11,119.07,288.03,217.88,191.58,598.56,290.27,62.33,345.12,590.78,576.83
2016/10/11,366.95,147.5,413.31,482.69,594.5,590.25,139.1,857.31,566.3,705.1
2016/11/11,260.56,422.25,564.87,357.29,708.6,711.61,558.42,252.41,790.9,697.53
2016/12/11,141.23,178.21,354.24,524.66,633.37,667.24,594.95,1059.53,926.7,789.42
2017/1/11,286.75,348.15,604.29,517.73,631.25,563.98,576.74,867.23,1355.51,1251.44
2017/2/11,286,418.76,739.58,920.75,750.1,1043.26,1081.05,994.95,1143.48,1361.52
2017/3/11,674.94,610.53,834.16,1001.32,936,862.1,1142.83,1247.83,1172.78,1169.22
2017/4/11,182.96,596.43,778.16,954.23,990.87,1458.1,1013.63,1143.49,1269.06,1667.75
2017/5/11,771.78,1049.22,1106.47,964.68,914.73,986.47,1122.32,1398.27,1606.1,1817.69
2017/6/11,751.79,588.36,795.23,1116.23,1063.81,978.14,1497.59,1307.98,1613.65,1712.89
2017/7/11,606.64,938.27,1034.69,797.96,1075.33,1432.91,1577.69,1608.29,1676.94,1930.47
2017/8/11,770.62,1052.65,1021.09,1283.83,1312.32,1454.69,1574.47,1740.48,1766.37,2111.73
2017/9/11,613.49,1161.63,1034.5,1332.74,1251.39,1557.02,1554.59,2038.15,2156.29,2245.75
2017/10/11,748.94,934.8,1344.32,1369.78,1411.85,1667.12,1573.96,1815.27,2091.81,2158.4
2017/11/11,865.07,1220.35,1191.7,1409.58,1659.74,1813.57,1931.27,2111.17,2350.51,2505.99
2017/12/11,1071.95,1153.34,1389.73,1626.55,1316.77,1709.9,2044.88,2023.75,2441.7,2637.31
2018/1/11,982.47,1358.05,1139.09,1535.45,1664.7,1867.21,2068.82,2429.11,2585.7,2679.09
2018/2/11,1303.46,1306.19,1499.92,1179.24,1890.42,2079.57,2008.62,2569.47,2409.71,3094.69
2018/3/11,1267.65,1397.58,1338.99,1906.75,1861.69,2269.18,2619.78,2355.46,2780.66,3014.99
2018/4/11,1051.35,1381.71,2065.03,1838.68,2165.76,2308.52,2569.2,2473.86,2916.87,3067.92
2018/5/11,1205.34,1236,1679.89,1816.92,1994.21,2179.97,2384.82,2862.66,3310.7,3147.33
2018/6/11,1161.29,1671.85,1814.48,1958.67,2183.43,2385.62,2737.92,2905.74,3216.93,3671.67
2018/7/11,1232.7,1622.63,1673.42,1942.85,2507.08,2560.85,2630.62,3064.23,3273.38,3436.72
2018/8/11,1176.53,1436.71,1791.75,2167.03,2290.12,2487.9,3037.11,2914.28,3532.79,3674.54
2018/9/11,1722.17,1931.97,1660.67,2126.34,2540.75,2712.58,3030.49,3277.48,3780.65,3814.16
2018/10/11,1836.17,1979.44,2201.04,2368.92,2603.82,2931.43,3104.46,3402.76,3589.26,3664.33
2018/11/11,1584.01,2007.59,2118.11,2510.45,2721.29,3013.43,3403.06,3342.96,4056.76,3736.69
2018/12/11,1353.75,2220.93,2060.11,2328.57,2743.14,3032.3,3069.62,3224.9,3868.45,4408.52
2019/1/11,1633.78,1930.25,2465.75,2591.4,2945.91,3598,3216.6,3675.7,4060.47,4589.22
2019/2/11,1682,1968.89,2227.91,2661.1,2957.89,3324.24,3696.57,3769.19,4360.78,4428.44
2019/3/11,1883.9,2378,2381.3,2770.18,2969.21,2801.64,3949.96,4063.63,4162.98,4425.41
2019/4/11,1927.77,2035.83,2496.42,2588.3,3144.94,3434.92,3740.29,3929.21,4156.69,4475.94
2019/5/11,1657.94,2243.66,2591.73,2747.11,3233.38,3757.63,3960.3,4330.32,4744.23,4950.08
2019/6/11,1773.76,2392.47,2527.27,2741.48,3173.2,3815.39,3998.71,4556.61,4695.15,4845.3
2019/7/11,2090.39,2403.81,2593.64,3228.46,3401.27,3519.65,3842.89,4357.37,4663.43,4919.22
2019/8/11,2084.33,2446.89,2920.5,2953.86,3439.75,3952.2,4228.57,4539.24,4979.54,5064.1
2019/9/11,2069.4,2489.69,2692.45,2780.27,3559.18,4055.63,4168.2,4811.94,5002.2,5319.63
2019/10/11,2268.74,2398.67,2785.42,3373.5,3776.27,4123.06,4346.52,4880.74,5223.09,5433.46
2019/11/11,2413.26,2654.33,2940.37,3239.43,3647.16,3807.62,4746.94,4606.13,5163,5849.42
2019/12/11,2483.45,3010.89,3041.09,3455.92,3827.82,4290.83,4624.98,4814.47,5317.02,5863.11
2020/1/11,2366.31,2721.06,3119.2,3442.94,3832.26,4263.79,5052.33,4925.03,5346.14,5510.88
2020/2/11,2433.72,2831.51,3219.88,3728.85,4192.7,4253.89,4699.68,5370.3,5725.42,5901.09
2020/3/11,2607.05,2995.8,3393.68,3795.66,3909.68,4631.04,4804.33,5263.93,5641.11,6216.03
2020/4/11,2635.92,2811.4,3436.46,4070.21,4316.66,4929.61,4955.02,5404.91,6182.29,6386.8
2020/5/11,2487.1,2908.51,3391.47,3753.49,4470.04,4945.98,4830.05,5528.2,6141.09,6248.64
2020/6/11,2575.21,3077.9,3433.37,3754.85,4339.44,4733.4,5213.68,5614.44,6238.06,6592.15
2020/7/11,2797.4,3400.83,3616.12,3772.27,4364.79,4952.01,5385.84,5765.67,6330.65,6755.44
2020/8/11,2808.41,3032.32,3477.09,4007.58,4726.56,4861.98,5292.7,5831.24,6456.63,6762.28
2020/9/11,2782.32,3022.91,3734.63,4131.32,4585.2,4896.46,5677.25,5917.68,6587.77,7370.98
2020/10/11,2960.08,3406.28,3915.55,4172.02,4671.77,5275.82,5554.1,6044.26,6408.34,6873.38
2020/11/11,3016.52,3433.78,4003.02,4345.65,4904.39,5226.56,5629.88,6282.96,6893.74,7190.93
2020/12/11,3004.94,3235.98,3842.23,4224.65,4842.66,5440.83,5832.5,6291.7,6993.8,7350.39
2021/1/11,2928.52,3353.76,3829.7,4346.65,4655.33,5419.91,6022.44,6500.25,6959.05,7560.31
2021/2/11,3197.98,3435.34,3927.33,4415.52,5052.94,5625.21,6015.38,6724.75,7271.86,7624.06
2021/3/11,3352.67,3601.4,4096.76,4520.24,4826.82,5652.03,5908,6744.07,7018.37,7554.55
2021/4/11,3186.33,3802.59,4333.66,4606.99,5280.32,5767.44,6046.41,6971.51,7293.72,8074.61
2021/5/11,3038.61,3632.77,4254.03,4628.01,5164.57,6001.42,6452.9,6840.8,7399.19,8140.53
2021/6/11,3604.97,3892.43,4304.04,5166.76,5601.37,5741.56,6554.03,7106.28,7608.08,8102.11
2021/7/11,3366.86,3888.5,4377.69,5002.63,5454.01,6009.1,6444.71,7003.1,7542.74,8316.43
2021/8/11,3584.15,4046.8,4419.08,5006.24,5800.06,5798.57,6751.26,7134.45,7879.78,8712.31
2021/9/11,3774.75,3948.74,4771.39,5202.05,5549.98,6362.75,6530.95,7237.37,7940.93,8683.11
